SKU,Category,,Customer,State Code,State,,Ship Mode,Sort Order,,Order Priority,Sort Order
SKU833,Accessories,,,,,,,,,,
SKU834,Accessories,,,,,,,,,,
SKU835,Accessories,,,,,,,,,,
SKU836,Components,,,,,,,,,,
SKU837,Accessories,,,,,,,,,,
SKU838,Accessories,,,,,,,,,,
SKU839,Clothing,,,,,,,,,,
SKU840,Accessories,,,,,,,,,,
SKU841,Clothing,,,,,,,,,,
SKU842,Accessories,,,,,,,,,,
SKU843,Accessories,,,,,,,,,,
SKU844,Accessories,,,,,,,,,,
SKU845,Clothing,,,,,,,,,,
SKU846,Accessories,,,,,,,,,,
SKU847,Accessories,,,,,,,,,,
SKU848,Accessories,,,,,,,,,,
SKU849,Accessories,,,,,,,,,,
SKU850,Accessories,,,,,,,,,,
SKU851,Clothing,,,,,,,,,,
SKU852,Accessories,,,,,,,,,,
SKU853,Accessories,,,,,,,,,,
SKU854,Accessories,,,,,,,,,,
SKU855,Accessories,,,,,,,,,,
SKU856,Accessories,,,,,,,,,,
SKU857,Accessories,,,,,,,,,,
SKU858,Accessories,,,,,,,,,,
SKU859,Accessories,,,,,,,,,,
SKU860,Accessories,,,,,,,,,,
SKU861,Accessories,,,,,,,,,,
SKU862,Accessories,,,,,,,,,,
SKU863,Accessories,,,,,,,,,,
SKU864,Accessories,,,,,,,,,,
SKU865,Accessories,,,,,,,,,,
SKU866,Clothing,,,,,,,,,,
SKU867,Clothing,,,,,,,,,,
SKU868,Accessories,,,,,,,,,,
SKU869,Accessories,,,,,,,,,,
SKU870,Accessories,,,,,,,,,,
SKU871,Components,,,,,,,,,,
SKU872,Components,,,,,,,,,,
SKU873,Clothing,,,,,,,,,,
SKU874,Accessories,,,,,,,,,,
SKU875,Accessories,,,,,,,,,,
SKU876,Components,,,,,,,,,,
SKU877,Components,,,,,,,,,,
SKU878,Components,,,,,,,,,,
SKU879,Components,,,,,,,,,,
SKU880,Bikes,,,,,,,,,,
SKU881,Components,,,,,,,,,,
SKU882,Accessories,,,,,,,,,,
SKU883,Bikes,,,,,,,,,,
SKU884,Clothing,,,,,,,,,,
SKU885,Components,,,,,,,,,,
SKU886,Components,,,,,,,,,,
SKU887,Bikes,,,,,,,,,,
SKU888,Components,,,,,,,,,,
SKU889,Components,,,,,,,,,,
SKU890,Components,,,,,,,,,,
SKU891,Clothing,,,,,,,,,,
SKU892,Components,,,,,,,,,,
SKU893,Components,,,,,,,,,,
SKU894,Bikes,,,,,,,,,,
SKU895,Components,,,,,,,,,,
SKU896,Components,,,,,,,,,,
SKU897,Components,,,,,,,,,,
SKU898,Components,,,,,,,,,,
SKU899,Components,,,,,,,,,,
SKU900,Bikes,,,,,,,,,,
SKU901,Accessories,,,,,,,,,,
SKU902,Components,,,,,,,,,,
SKU903,Bikes,,,,,,,,,,
SKU904,Components,,,,,,,,,,
SKU905,Components,,,,,,,,,,
SKU906,Accessories,,,,,,,,,,
SKU907,Components,,,,,,,,,,
SKU908,Components,,,,,,,,,,
SKU909,Accessories,,,,,,,,,,
SKU910,Bikes,,,,,,,,,,
SKU911,Accessories,,,,,,,,,,
SKU912,Accessories,,,,,,,,,,
SKU913,Components,,,,,,,,,,
SKU914,Components,,,,,,,,,,
SKU915,Accessories,,,,,,,,,,
SKU916,Components,,,,,,,,,,
SKU917,Components,,,,,,,,,,
SKU918,Bikes,,,,,,,,,,
SKU919,Bikes,,,,,,,,,,
SKU920,Bikes,,,,,,,,,,
SKU921,Components,,,,,,,,,,
SKU922,Components,,,,,,,,,,
SKU923,Bikes,,,,,,,,,,
SKU924,Components,,,,,,,,,,
SKU925,Components,,,,,,,,,,
SKU926,Components,,,,,,,,,,
SKU927,Accessories,,,,,,,,,,
SKU928,Accessories,,,,,,,,,,
SKU929,Bikes,,,,,,,,,,
SKU930,Components,,,,,,,,,,
SKU931,Components,,,,,,,,,,
SKU932,Accessories,,,,,,,,,,
SKU933,Bikes,,,,,,,,,,
SKU934,Clothing,,,,,,,,,,
SKU935,Components,,,,,,,,,,
SKU936,Bikes,,,,,,,,,,
SKU937,Accessories,,,,,,,,,,
SKU938,Accessories,,,,,,,,,,
SKU939,Components,,,,,,,,,,
SKU940,Accessories,,,,,,,,,,
SKU941,Components,,,,,,,,,,
SKU942,Accessories,,,,,,,,,,
SKU943,Components,,,,,,,,,,
SKU944,Components,,,,,,,,,,
SKU945,Components,,,,,,,,,,
SKU946,Components,,,,,,,,,,
SKU947,Bikes,,,,,,,,,,
SKU948,Components,,,,,,,,,,
SKU949,Bikes,,,,,,,,,,
SKU950,Accessories,,,,,,,,,,
SKU951,Accessories,,,,,,,,,,
SKU952,Bikes,,,,,,,,,,
SKU953,Components,,,,,,,,,,
SKU954,Components,,,,,,,,,,
SKU955,Accessories,,,,,,,,,,
SKU956,Clothing,,,,,,,,,,
SKU957,Components,,,,,,,,,,
SKU958,Components,,,,,,,,,,
SKU959,Clothing,,,,,,,,,,
SKU960,Components,,,,,,,,,,
SKU961,Components,,,,,,,,,,
SKU962,Accessories,,,,,,,,,,
SKU963,Components,,,,,,,,,,
SKU964,Bikes,,,,,,,,,,
SKU965,Components,,,,,,,,,,
SKU966,Components,,,,,,,,,,
SKU967,Components,,,,,,,,,,
SKU968,Components,,,,,,,,,,
SKU969,Bikes,,,,,,,,,,
SKU970,Components,,,,,,,,,,
SKU971,Accessories,,,,,,,,,,
SKU972,Clothing,,,,,,,,,,
SKU973,Accessories,,,,,,,,,,
SKU974,Bikes,,,,,,,,,,
SKU975,Accessories,,,,,,,,,,
SKU976,Accessories,,,,,,,,,,
SKU977,Bikes,,,,,,,,,,
SKU978,Accessories,,,,,,,,,,
SKU979,Components,,,,,,,,,,
SKU980,Components,,,,,,,,,,
SKU981,Components,,,,,,,,,,
SKU982,Components,,,,,,,,,,
SKU983,Accessories,,,,,,,,,,
SKU984,Components,,,,,,,,,,
SKU985,Components,,,,,,,,,,
SKU986,Components,,,,,,,,,,
SKU987,Components,,,,,,,,,,
SKU988,Components,,,,,,,,,,
SKU989,Components,,,,,,,,,,
SKU990,Components,,,,,,,,,,
SKU991,Components,,,,,,,,,,
SKU992,Accessories,,,,,,,,,,
SKU993,Components,,,,,,,,,,
SKU994,Components,,,,,,,,,,
SKU995,Bikes,,,,,,,,,,
SKU996,Components,,,,,,,,,,
SKU997,Accessories,,,,,,,,,,
SKU998,Accessories,,,,,,,,,,
SKU999,Components,,,,,,,,,,
